collection,name,lrv,r,g,b
CaparolColor Compact,CC Mandarin 13,61,251,203,119
CaparolColor Compact,CC Mandarin 14,69,252,214,145
CaparolColor Compact,CC Mandarin 15,75,251,222,169
CaparolColor Compact,CC Mandarin 16,79,250,229,189
CaparolColor Compact,CC Mandarin 18,84,247,235,211
CaparolColor Compact,CC Gobi 0,31,195,143,58
CaparolColor Compact,CC Gobi 12,46,226,176,84
CaparolColor Compact,CC Gobi 13,59,241,199,118
CaparolColor Compact,CC Gobi 14,67,245,212,144
CaparolColor Compact,CC Gobi 15,74,248,223,168
CaparolColor Compact,CC Gobi 16,80,248,230,189
CaparolColor Compact,CC Gobi 18,85,248,235,210
CaparolColor Compact,CC Mais 0,45,235,171,44
CaparolColor Compact,CC Mais 12,60,244,199,92
CaparolColor Compact,CC Mais 13,70,248,217,128
CaparolColor Compact,CC Mais 14,75,248,223,155
CaparolColor Compact,CC Mais 15,80,249,231,180
CaparolColor Compact,CC Mais 16,83,247,233,195
CaparolColor Compact,CC Mais 18,86,245,237,214
CaparolColor Compact,CC Canari 0,55,241,192,35
CaparolColor Compact,CC Canari 12,64,251,210,66
CaparolColor Compact,CC Canari 13,73,254,223,101
CaparolColor Compact,CC Canari 14,76,251,228,129
CaparolColor Compact,CC Canari 15,78,248,231,154
CaparolColor Compact,CC Canari 16,82,247,235,178
CaparolColor Compact,CC Canari 18,84,243,236,202
CaparolColor Compact,CC Ingwer 0,35,190,155,62
CaparolColor Compact,CC Ingwer 12,55,225,197,109
CaparolColor Compact,CC Ingwer 13,69,239,218,147
CaparolColor Compact,CC Ingwer 14,75,242,226,169
CaparolColor Compact,CC Ingwer 15,80,245,234,190
CaparolColor Compact,CC Ingwer 16,84,245,237,205
CaparolColor Compact,CC Ingwer 18,86,244,239,221
CaparolColor Compact,CC Limette 0,40,152,178,47
CaparolColor Compact,CC Limette 12,56,193,205,82
CaparolColor Compact,CC Limette 13,67,216,222,119
CaparolColor Compact,CC Limette 14,74,227,230,150
CaparolColor Compact,CC Limette 15,80,236,235,174
CaparolColor Compact,CC Limette 16,84,241,238,194
CaparolColor Compact,CC Limette 18,86,242,239,212
CaparolColor Compact,CC Amazonas 0,14,98,110,69
CaparolColor Compact,CC Amazonas 12,29,135,151,102
CaparolColor Compact,CC Amazonas 13,43,163,178,129
CaparolColor Compact,CC Amazonas 14,52,183,195,152
CaparolColor Compact,CC Amazonas 15,62,200,210,175
CaparolColor Compact,CC Amazonas 16,70,214,221,193
CaparolColor Compact,CC Amazonas 18,79,229,233,214
CaparolColor Compact,CC Odenwald 0,10,67,90,86
CaparolColor Compact,CC Odenwald 12,24,94,138,130
CaparolColor Compact,CC Odenwald 13,39,127,171,162
CaparolColor Compact,CC Odenwald 14,52,154,192,184
CaparolColor Compact,CC Odenwald 15,62,177,208,202
CaparolColor Compact,CC Odenwald 16,71,196,220,215
CaparolColor Compact,CC Odenwald 18,80,218,232,228
CaparolColor Compact,CC Sardinien 0,10,45,90,89
CaparolColor Compact,CC Sardinien 12,27,52,148,143
CaparolColor Compact,CC Sardinien 13,42,92,180,174
CaparolColor Compact,CC Sardinien 14,54,130,201,196
CaparolColor Compact,CC Sardinien 15,64,161,214,210
CaparolColor Compact,CC Sardinien 16,72,184,224,221
CaparolColor Compact,CC Sardinien 18,81,211,234,231
CaparolColor Compact,CC Donau 0,10,47,83,116
CaparolColor Compact,CC Donau 12,25,46,134,177
CaparolColor Compact,CC Donau 13,38,86,164,203
CaparolColor Compact,CC Donau 14,49,123,185,218
CaparolColor Compact,CC Donau 15,59,154,202,227
CaparolColor Compact,CC Donau 16,68,180,215,234
CaparolColor Compact,CC Donau 18,76,204,225,235
CaparolColor Compact,CC Niagara 0,10,69,83,96
CaparolColor Compact,CC Niagara 12,23,97,127,146
CaparolColor Compact,CC Niagara 13,36,129,158,177
CaparolColor Compact,CC Niagara 14,49,159,183,200
CaparolColor Compact,CC Niagara 15,60,180,199,211
CaparolColor Compact,CC Niagara 16,70,201,215,224
CaparolColor Compact,CC Niagara 18,79,220,228,234
CaparolColor Compact,CC Graphit 0,8,80,79,78
CaparolColor Compact,CC Graphit 12,23,128,130,130
CaparolColor Compact,CC Graphit 13,39,162,164,163
CaparolColor Compact,CC Graphit 14,50,185,186,184
CaparolColor Compact,CC Graphit 15,62,204,204,203
CaparolColor Compact,CC Graphit 16,71,218,218,216
CaparolColor Compact,CC Graphit 18,80,234,231,229
CaparolColor Compact,CC Schiefer 0,8,80,78,72
CaparolColor Compact,CC Schiefer 12,16,111,107,99
CaparolColor Compact,CC Schiefer 13,27,143,137,127
CaparolColor Compact,CC Schiefer 14,38,166,161,151
CaparolColor Compact,CC Schiefer 15,50,188,181,172
CaparolColor Compact,CC Schiefer 16,59,203,199,190
CaparolColor Compact,CC Schiefer 18,72,225,220,213
CaparolColor Compact,CC Kiesel 0,7,76,72,69
CaparolColor Compact,CC Kiesel 12,22,128,124,121
CaparolColor Compact,CC Kiesel 13,37,164,159,154
CaparolColor Compact,CC Kiesel 14,48,185,181,175
CaparolColor Compact,CC Kiesel 15,60,205,200,196
CaparolColor Compact,CC Kiesel 16,69,218,215,211
CaparolColor Compact,CC Kiesel 18,79,232,229,225
CaparolColor Compact,CC Meteor 0,6,69,65,64
CaparolColor Compact,CC Meteor 12,19,120,114,113
CaparolColor Compact,CC Meteor 13,34,156,149,146
CaparolColor Compact,CC Meteor 14,46,181,175,172
CaparolColor Compact,CC Meteor 15,59,200,195,193
CaparolColor Compact,CC Meteor 16,68,213,210,208
CaparolColor Compact,CC Meteor 18,79,228,226,224
CaparolColor Compact,CC Mocca 0,7,90,70,65
CaparolColor Compact,CC Mocca 12,19,138,112,106
CaparolColor Compact,CC Mocca 13,33,172,148,141
CaparolColor Compact,CC Mocca 14,45,194,173,166
CaparolColor Compact,CC Mocca 15,56,211,193,187
CaparolColor Compact,CC Mocca 16,66,222,208,204
CaparolColor Compact,CC Mocca 18,77,234,225,222
CaparolColor Compact,CC Umbrien 0,8,91,72,61
CaparolColor Compact,CC Umbrien 12,21,142,118,103
CaparolColor Compact,CC Umbrien 13,35,176,153,137
CaparolColor Compact,CC Umbrien 14,48,198,178,164
CaparolColor Compact,CC Umbrien 15,59,213,198,187
CaparolColor Compact,CC Umbrien 16,69,224,212,204
CaparolColor Compact,CC Umbrien 18,80,234,226,220
CaparolColor Compact,CC Nutria 0,11,112,86,69
CaparolColor Compact,CC Nutria 12,23,156,128,103
CaparolColor Compact,CC Nutria 13,37,185,158,131
CaparolColor Compact,CC Nutria 14,48,202,179,155
CaparolColor Compact,CC Nutria 15,57,217,197,177
CaparolColor Compact,CC Nutria 16,68,228,213,197
CaparolColor Compact,CC Nutria 18,78,238,227,216
CaparolColor Compact,CC Marone 0,11,122,85,65
CaparolColor Compact,CC Marone 12,25,170,129,102
CaparolColor Compact,CC Marone 13,39,198,160,132
CaparolColor Compact,CC Marone 14,50,213,181,158
CaparolColor Compact,CC Marone 15,60,226,200,180
CaparolColor Compact,CC Marone 16,69,233,213,198
CaparolColor Compact,CC Marone 18,79,242,229,219
CaparolColor Compact,CC Havanna 0,14,132,96,67
CaparolColor Compact,CC Havanna 12,27,176,135,95
CaparolColor Compact,CC Havanna 13,40,202,164,125
CaparolColor Compact,CC Havanna 14,50,215,182,146
CaparolColor Compact,CC Havanna 15,61,229,202,173
CaparolColor Compact,CC Havanna 16,69,236,215,192
CaparolColor Compact,CC Havanna 18,79,243,229,214
CaparolColor Compact,CC Savanne 0,13,121,99,69
CaparolColor Compact,CC Savanne 12,31,176,146,101
CaparolColor Compact,CC Savanne 13,46,204,178,133
CaparolColor Compact,CC Savanne 14,58,221,199,160
CaparolColor Compact,CC Savanne 15,67,231,213,182
CaparolColor Compact,CC Savanne 16,74,236,223,199
CaparolColor Compact,CC Savanne 18,82,242,234,217
CaparolColor Compact,CC Muskat 0,12,110,94,76
CaparolColor Compact,CC Muskat 12,28,159,140,113
CaparolColor Compact,CC Muskat 13,44,193,174,146
CaparolColor Compact,CC Muskat 14,55,209,194,169
CaparolColor Compact,CC Muskat 15,65,223,211,190
CaparolColor Compact,CC Muskat 16,73,232,222,206
CaparolColor Compact,CC Muskat 18,82,241,234,223
CaparolColor,AVA Violett,7,73,64,108
CaparolColor,AVA Magenta,11,152,59,90
CaparolColor,AVA Rot,13,189,47,53
CaparolColor,AVA Orange,26,238,85,41
CaparolColor,AVA Gelb,64,249,206,0
CaparolColor,AVA Grüngelb,70,240,219,47
CaparolColor,AVA Grün,10,33,96,85
CaparolColor,AVA Blau,7,47,72,113
CaparolColor,AVA Rotbraun,10,136,70,61
CaparolColor,AVA Ocker,26,180,129,64
CaparolColor,AVA Umbra,10,102,88,66
CaparolColor,AVA Dunkelbraun,7,101,75,72
CaparolColor,AVA Weiß,90,246,244,239
CaparolColor,AVA Schwarz,5,65,64,63
CaparolColor,CC Granat 0,13,146,80,67
CaparolColor,CC Granat 12,24,182,115,99
CaparolColor,CC Granat 13,35,206,146,128
CaparolColor,CC Granat 14,47,221,168,154
CaparolColor,CC Granat 15,56,228,188,175
CaparolColor,CC Granat 16,66,237,206,197
CaparolColor,CC Granat 18,76,243,224,217
CaparolColor,CC Madeira 0,16,165,89,66
CaparolColor,CC Madeira 12,28,208,126,89
CaparolColor,CC Madeira 13,41,228,155,116
CaparolColor,CC Madeira 14,52,240,178,142
CaparolColor,CC Madeira 15,61,245,196,166
CaparolColor,CC Madeira 16,70,247,211,186
CaparolColor,CC Madeira 18,79,250,227,210
CaparolColor,CC Aprikose 0,29,215,123,57
CaparolColor,CC Aprikose 12,40,233,150,75
CaparolColor,CC Aprikose 13,53,248,181,103
CaparolColor,CC Aprikose 14,61,251,197,129
CaparolColor,CC Aprikose 15,68,253,211,155
CaparolColor,CC Aprikose 16,74,251,221,178
CaparolColor,CC Aprikose 18,81,249,230,201
CaparolColor,CC Cognac 0,28,200,127,63
CaparolColor,CC Cognac 12,44,228,167,95
CaparolColor,CC Cognac 13,56,241,192,125
CaparolColor,CC Cognac 14,65,244,207,150
CaparolColor,CC Cognac 15,72,247,218,173
CaparolColor,CC Cognac 16,78,248,227,193
CaparolColor,CC Cognac 18,83,245,233,212
CaparolColor,CC Mandarin 0,39,228,154,55
CaparolColor,CC Mandarin 12,52,245,183,86
CaparolColor,CC Mandarin 13,61,251,203,119
CaparolColor,CC Mandarin 14,69,252,214,145
CaparolColor,CC Mandarin 15,75,251,222,169
CaparolColor,CC Mandarin 16,79,250,229,189
CaparolColor,CC Mandarin 18,84,247,235,211
CaparolColor,CC Gobi 0,31,195,143,58
CaparolColor,CC Gobi 12,46,226,176,84
CaparolColor,CC Gobi 13,59,241,199,118
CaparolColor,CC Gobi 14,67,245,212,144
CaparolColor,CC Gobi 15,74,248,223,168
CaparolColor,CC Gobi 16,80,248,230,189
CaparolColor,CC Gobi 18,85,248,235,210
CaparolColor,CC Mais 0,45,235,171,44
CaparolColor,CC Mais 12,60,244,199,92
CaparolColor,CC Mais 13,70,248,217,128
CaparolColor,CC Mais 14,75,248,223,155
CaparolColor,CC Mais 15,80,249,231,180
CaparolColor,CC Mais 16,83,247,233,195
CaparolColor,CC Mais 18,86,245,237,214
CaparolColor,CC Ingwer 0,35,190,155,62
CaparolColor,CC Ingwer 12,55,225,197,109
CaparolColor,CC Ingwer 13,69,239,218,147
CaparolColor,CC Ingwer 14,75,242,226,169
CaparolColor,CC Ingwer 15,80,245,234,190
CaparolColor,CC Ingwer 16,84,245,237,205
CaparolColor,CC Ingwer 18,86,244,239,221
CaparolColor,CC Amazonas 0,14,98,110,69
CaparolColor,CC Amazonas 12,29,135,151,102
CaparolColor,CC Amazonas 13,43,163,178,129
CaparolColor,CC Amazonas 14,52,183,195,152
CaparolColor,CC Amazonas 15,62,200,210,175
CaparolColor,CC Amazonas 16,70,214,221,193
CaparolColor,CC Amazonas 18,79,229,233,214
CaparolColor,CC Iris 0,13,69,95,114
CaparolColor,CC Iris 12,26,100,138,162
CaparolColor,CC Iris 13,40,132,167,188
CaparolColor,CC Iris 14,51,160,188,205
CaparolColor,CC Iris 15,62,184,206,218
CaparolColor,CC Iris 16,69,200,216,225
CaparolColor,CC Iris 18,79,221,229,232
CaparolColor,CC Lapis 0,9,59,75,134
CaparolColor,CC Lapis 12,26,92,130,197
CaparolColor,CC Lapis 13,40,129,162,217
CaparolColor,CC Lapis 14,50,157,184,224
CaparolColor,CC Lapis 15,60,181,201,230
CaparolColor,CC Lapis 16,68,201,214,231
CaparolColor,CC Lapis 18,78,220,228,236
CaparolColor,CC Cosmos 0,17,95,106,142
CaparolColor,CC Cosmos 12,35,141,153,187
CaparolColor,CC Cosmos 13,49,173,181,208
CaparolColor,CC Cosmos 14,60,195,199,219
CaparolColor,CC Cosmos 15,68,212,214,229
CaparolColor,CC Cosmos 16,75,222,223,232
CaparolColor,CC Cosmos 18,82,234,233,236
CaparolColor,CC Kiesel 0,7,76,72,69
CaparolColor,CC Kiesel 12,22,128,124,121
CaparolColor,CC Kiesel 13,37,164,159,154
CaparolColor,CC Kiesel 14,48,185,181,175
CaparolColor,CC Kiesel 15,60,205,200,196
CaparolColor,CC Kiesel 16,69,218,215,211
CaparolColor,CC Kiesel 18,79,232,229,225
CaparolColor,CC Schiefer 0,8,80,78,72
CaparolColor,CC Schiefer 12,16,111,107,99
CaparolColor,CC Schiefer 13,27,143,137,127
CaparolColor,CC Schiefer 14,38,166,161,151
CaparolColor,CC Schiefer 15,50,188,181,172
CaparolColor,CC Schiefer 16,59,203,199,190
CaparolColor,CC Schiefer 18,72,225,220,213
CaparolColor,CC Graphit 0,8,80,79,78
CaparolColor,CC Graphit 12,23,128,130,130
CaparolColor,CC Graphit 13,39,162,164,163
CaparolColor,CC Graphit 14,50,185,186,184
CaparolColor,CC Graphit 15,62,204,204,203
CaparolColor,CC Graphit 16,71,218,218,216
CaparolColor,CC Graphit 18,80,234,231,229
CaparolColor,CC Basalt 0,8,83,76,75
CaparolColor,CC Basalt 12,22,134,125,126
CaparolColor,CC Basalt 13,37,167,158,157
CaparolColor,CC Basalt 14,48,189,182,181
CaparolColor,CC Basalt 15,59,207,200,199
CaparolColor,CC Basalt 16,68,219,213,211
CaparolColor,CC Basalt 18,79,233,228,226
CaparolColor,CC Mocca 0,7,90,70,65
CaparolColor,CC Mocca 12,19,138,112,106
CaparolColor,CC Mocca 13,33,172,148,141
CaparolColor,CC Mocca 14,45,194,173,166
CaparolColor,CC Mocca 15,56,211,193,187
CaparolColor,CC Mocca 16,66,222,208,204
CaparolColor,CC Mocca 18,77,234,225,222
CaparolColor,CC Marone 0,11,122,85,65
CaparolColor,CC Marone 12,25,170,129,102
CaparolColor,CC Marone 13,39,198,160,132
CaparolColor,CC Marone 14,50,213,181,158
CaparolColor,CC Marone 15,60,226,200,180
CaparolColor,CC Marone 16,69,233,213,198
CaparolColor,CC Marone 18,79,242,229,219
CaparolColor,CC Nutria 0,11,112,86,69
CaparolColor,CC Nutria 12,23,156,128,103
CaparolColor,CC Nutria 13,37,185,158,131
CaparolColor,CC Nutria 14,48,202,179,155
CaparolColor,CC Nutria 15,57,217,197,177
CaparolColor,CC Nutria 16,68,228,213,197
CaparolColor,CC Nutria 18,78,238,227,216
CaparolColor,CC Terra 0,16,154,98,65
CaparolColor,CC Terra 12,29,192,133,88
CaparolColor,CC Terra 13,41,215,162,117
CaparolColor,CC Terra 14,52,227,183,144
CaparolColor,CC Terra 15,61,236,199,165
CaparolColor,CC Terra 16,70,242,215,189
CaparolColor,CC Terra 18,79,246,228,211
CaparolColor,CC Havanna 0,14,132,96,67
CaparolColor,CC Havanna 12,27,176,135,95
CaparolColor,CC Havanna 13,40,202,164,125
CaparolColor,CC Havanna 14,50,215,182,146
CaparolColor,CC Havanna 15,61,229,202,173
CaparolColor,CC Havanna 16,69,236,215,192
CaparolColor,CC Havanna 18,79,243,229,214
CaparolColor,CC Muskat 0,12,110,94,76
CaparolColor,CC Muskat 12,28,159,140,113
CaparolColor,CC Muskat 13,44,193,174,146
CaparolColor,CC Muskat 14,55,209,194,169
CaparolColor,CC Muskat 15,65,223,211,190
CaparolColor,CC Muskat 16,73,232,222,206
CaparolColor,CC Muskat 18,82,241,234,223
CaparolColor,CC Savanne 0,13,121,99,69
CaparolColor,CC Savanne 12,31,176,146,101
CaparolColor,CC Savanne 13,46,204,178,133
CaparolColor,CC Savanne 14,58,221,199,160
CaparolColor,CC Savanne 15,67,231,213,182
CaparolColor,CC Savanne 16,74,236,223,199
CaparolColor,CC Savanne 18,82,242,234,217
CaparolColor,CC Salbei 0,12,87,99,85
CaparolColor,CC Salbei 12,31,140,151,138
CaparolColor,CC Salbei 13,47,175,183,170
CaparolColor,CC Salbei 14,58,199,206,195
CaparolColor,CC Salbei 15,68,217,221,213
CaparolColor,CC Salbei 16,75,223,225,217
CaparolColor,CC Salbei 18,82,235,234,228
CaparolColor,CC Tibet 0,16,92,106,106
CaparolColor,CC Tibet 12,30,133,146,146
CaparolColor,CC Tibet 13,44,164,175,174
CaparolColor,CC Tibet 14,55,185,195,192
CaparolColor,CC Tibet 15,65,205,212,209
CaparolColor,CC Tibet 16,73,217,221,219
CaparolColor,CC Tibet 18,81,232,233,230
CaparolColor,CC Atlantis 0,9,72,80,87
CaparolColor,CC Atlantis 12,22,107,125,137
CaparolColor,CC Atlantis 13,35,140,159,169
CaparolColor,CC Atlantis 14,47,165,180,188
CaparolColor,CC Atlantis 15,58,185,198,204
CaparolColor,CC Atlantis 16,66,206,215,219
CaparolColor,CC Atlantis 18,77,223,229,229
Disboflex 204,Disboflex 204 Weiß,,243,239,226
Disboflex 204,Disboflex 204 Grau,,156,151,145
Disboflex 204,Disboflex 204 Manhattan,,190,186,181
Disboflex 204,Disboflex 204 Dunkelbraun,,196,169,147
Disboflex 204,Disboflex 204 Bahamabeige,,74,51,40
Disboflex 204,Disboflex 204 Anthrazit,,28,25,24
Disbofug 225,Disbofug 225 Weiß,,228,225,215
Disbofug 225,Disbofug 225 Grau,,145,145,145
Disbofug 225,Disbofug 225 Braun,,121,90,66
Disbofug 225,Disbofug 225 Schwarz,,66,64,65
Disbon_alt,Disbon 761 Mittelgrau,22,127,124,122
Disbon_alt,Disbon 750 Hellgrau,44,173,173,164
Disbon_alt,Disbon 73 Betongrau,24,138,129,118
Disbon_alt,Disbon Graubeige,26,155,136,115
Disbon_alt,Disbon Steingrau,27,142,138,130
Disbon_alt,Disbon 770 Kieselgrau,45,179,175,159
Disbon_alt,Disbon Lichtgrau,59,201,202,197
Disboroof 408,Disboroof 408 Anthrazit,6,62,60,59
Disboroof 408,Disboroof 408 Klassikgrau,11,85,81,82
Disboroof 408,Disboroof 408 Eisgrau,17,108,106,107
Disboroof 408,Disboroof 408 Klassikrot,8,103,61,58
Disboroof 408,Disboroof 408 Ziegelrot,13,147,75,58
Disboroof 408,Disboroof 408 Erdrot,9,113,65,55
Disboroof 408,Disboroof 408 Sierrarot,16,154,90,67
Disboroof 408,Disboroof 408 Rotbraun,9,99,67,58
Disboroof 408,Disboroof 408 Terracotta,14,142,88,60
Disboroof 408,Disboroof 408 Dunkelbraun,9,89,71,66
Disboroof 408,Disboroof 408 Klassikbraun,10,107,76,55
Disboroof 408,Disboroof 408 Noblesse-Grün,8,63,73,72
Disboroof 408,Disboroof 408 Noblesse-Rot,8,113,51,45
Disboroof 408,Disboroof 408 Noblesse-Blau,6,44,58,73
Disbothan 221,Disbothan 221 Altweiß,,247,240,223
Disbothan 221,Disbothan 221 Grau,,162,160,157
Disbothan 221,Disbothan 221 Dunkelbraun,,94,70,60
Disboxid 948,Disboxid 948 Schwarz,,39,37,44
Disboxid 948,Disboxid 948 Weiß,,247,247,247
Disboxid 948,Disboxid 948 Hellgrau,,186,181,181
Disboxid 948,Disboxid 948 Silber,,229,229,227
Disboxid 948,Disboxid 948 Rot,,175,86,75
Disboxid 948,Disboxid 948 Gelb,,255,227,153
Disboxid 948,Disboxid 948 Hellblau,,129,173,198
Disboxid 948,Disboxid 948 Gold,,225,199,161
Disboxid 948,Disboxid 948 Murano C1,,178,86,87
Disboxid 948,Disboxid 948 Murano C2,,77,80,82
Disboxid 948,Disboxid 948 Murano C3,,36,53,83
Disboxid 948,Disboxid 948 Murano C4,,76,186,75
Disboxid 948,Disboxid 948 Sierra C1,,94,69,77
Disboxid 948,Disboxid 948 Sierra C2,,206,188,171
Disboxid 948,Disboxid 948 Levante C1,,122,109,85
Disboxid 948,Disboxid 948 Levante C2,,211,197,173
Disboxid 948,Disboxid 948 Biscaya C1,,93,85,100
Disboxid 948,Disboxid 948 Biscaya C2,,206,212,217
Disboxid 948,Disboxid 948 Trentino C1,,67,87,91
Disboxid 948,Disboxid 948 Trentino C2,,191,193,167
Fassade A1,3D Warmweiß,78,232,225,219
Fassade A1,3D Umbraweiß,79,233,227,217
Fassade A1,3D Naturweiß,83,238,232,224
Fassade A1,3D Hellweiß,89,243,239,234
Fassade A1,3D Grauweiß,82,238,233,228
Fassade A1,3D Kühlweiß,78,234,230,228
Fassade A1,3D Granit 5,6,62,61,61
Fassade A1,3D Granit 10,10,82,80,80
Fassade A1,3D Granit 20,19,114,112,112
Fassade A1,3D Granit 30,28,142,138,138
Fassade A1,3D Granit 40,41,170,164,163
Fassade A1,3D Granit 50,57,196,192,190
Fassade A1,3D Granit 60,73,224,222,219
Fassade A1,3D Ferro 5,6,68,61,61
Fassade A1,3D Ferro 15,15,105,100,98
Fassade A1,3D Ferro 25,23,130,123,122
Fassade A1,3D Ferro 35,34,155,149,146
Fassade A1,3D Ferro 45,49,186,179,175
Fassade A1,3D Ferro 55,65,212,207,204
Fassade A1,3D Jura 5,6,58,56,53
Fassade A1,3D Jura 15,15,102,97,95
Fassade A1,3D Jura 25,23,127,124,120
Fassade A1,3D Jura 35,34,153,148,144
Fassade A1,3D Jura 45,48,184,180,174
Fassade A1,3D Jura 55,65,210,207,202
Fassade A1,3D Venato 10,10,77,80,82
Fassade A1,3D Venato 20,19,110,114,114
Fassade A1,3D Venato 30,28,138,140,142
Fassade A1,3D Venato 40,41,164,167,167
Fassade A1,3D Venato 50,57,193,194,194
Fassade A1,3D Venato 60,73,222,222,222
Fassade A1,3D Bordeaux 35,12,127,74,66
Fassade A1,3D Barolo 40,13,129,83,84
Fassade A1,3D Barolo 50,33,171,141,138
Fassade A1,3D Barolo 55,47,196,171,169
Fassade A1,3D Barolo 75,23,167,110,111
Fassade A1,3D Barolo 80,35,185,143,140
Fassade A1,3D Barolo 85,50,207,174,172
Fassade A1,3D Grenadin 5,6,82,54,52
Fassade A1,3D Grenadin 10,12,110,84,81
Fassade A1,3D Grenadin 15,20,135,112,108
Fassade A1,3D Grenadin 20,31,160,138,136
Fassade A1,3D Grenadin 25,45,184,170,166
Fassade A1,3D Grenadin 30,63,216,205,203
Fassade A1,3D Grenadin 35,7,104,55,50
Fassade A1,3D Grenadin 40,14,130,87,82
Fassade A1,3D Grenadin 45,22,154,116,110
Fassade A1,3D Grenadin 50,33,174,142,139
Fassade A1,3D Grenadin 55,48,199,173,169
Fassade A1,3D Grenadin 60,66,224,210,206
Fassade A1,3D Grenadin 65,9,129,54,48
Fassade A1,3D Grenadin 70,16,152,85,81
Fassade A1,3D Grenadin 75,25,172,120,112
Fassade A1,3D Grenadin 80,36,190,145,139
Fassade A1,3D Grenadin 85,52,209,177,172
Fassade A1,3D Grenadin 90,69,234,214,211
Fassade A1,3D Grenadin 100,18,172,86,82
Fassade A1,3D Grenadin 105,27,190,121,113
Fassade A1,3D Grenadin 110,39,206,149,142
Fassade A1,3D Bordeaux 5,29,167,132,125
Fassade A1,3D Bordeaux 10,35,185,146,138
Fassade A1,3D Bordeaux 15,41,187,161,156
Fassade A1,3D Bordeaux 20,49,198,176,172
Fassade A1,3D Bordeaux 25,66,221,208,205
Fassade A1,3D Bordeaux 30,77,240,228,224
Fassade A1,3D Bordeaux 40,18,156,100,90
Fassade A1,3D Bordeaux 45,23,181,110,100
Fassade A1,3D Bordeaux 50,28,186,124,115
Fassade A1,3D Magma 95,12,154,66,52
Fassade A1,3D Magma 5,8,88,62,56
Fassade A1,3D Magma 10,13,113,88,83
Fassade A1,3D Magma 15,22,139,115,112
Fassade A1,3D Magma 20,32,161,142,138
Fassade A1,3D Magma 25,46,186,170,166
Fassade A1,3D Magma 30,63,217,205,201
Fassade A1,3D Magma 35,9,111,66,55
Fassade A1,3D Magma 40,15,135,92,84
Fassade A1,3D Magma 45,24,160,122,113
Fassade A1,3D Magma 50,34,177,145,137
Fassade A1,3D Magma 55,49,201,175,169
Fassade A1,3D Magma 60,67,228,210,206
Fassade A1,3D Magma 65,10,136,69,58
Fassade A1,3D Magma 75,26,176,123,111
Fassade A1,3D Magma 80,37,192,149,138
Fassade A1,3D Magma 100,19,175,95,81
Fassade A1,3D Magma 105,28,193,127,112
Fassade A1,3D Magma 110,40,209,153,140
Fassade A1,3D Cameo 5,28,151,134,130
Fassade A1,3D Cameo 10,41,180,166,163
Fassade A1,3D Cameo 15,57,204,195,192
Fassade A1,3D Cameo 35,19,129,108,103
Fassade A1,3D Cameo 40,31,165,141,135
Fassade A1,3D Cameo 50,47,198,174,167
Fassade A1,3D Cameo 65,19,142,105,96
Fassade A1,3D Cameo 75,39,202,155,144
Fassade A1,3D Cameo 80,55,219,185,175
Fassade A1,3D Cameo 95,13,137,78,63
Fassade A1,3D Cameo 100,24,175,118,103
Fassade A1,3D Cameo 110,48,223,170,156
Fassade A1,3D Cameo 125,15,163,79,61
Fassade A1,3D Cameo 130,20,174,98,84
Fassade A1,3D Cameo 135,29,201,123,105
Fassade A1,3D Lachs 35,27,182,124,105
Fassade A1,3D Lachs 45,41,204,160,146
Fassade A1,3D Lachs 55,57,238,186,173
Fassade A1,3D Lachs 65,19,170,97,73
Fassade A1,3D Lachs 70,29,209,123,91
Fassade A1,3D Lachs 75,35,219,137,104
Fassade A1,3D Aprico 5,35,176,150,139
Fassade A1,3D Aprico 10,42,190,165,155
Fassade A1,3D Aprico 15,58,212,196,188
Fassade A1,3D Aprico 35,20,144,109,96
Fassade A1,3D Aprico 40,28,167,134,120
Fassade A1,3D Aprico 45,48,215,173,159
Fassade A1,3D Aprico 95,21,160,108,85
Fassade A1,3D Aprico 105,33,197,141,117
Fassade A1,3D Aprico 110,41,227,153,119
Fassade A1,3D Aprico 125,22,197,100,58
Fassade A1,3D Aprico 130,30,214,126,84
Fassade A1,3D Aprico 135,28,203,123,90
Fassade A1,3D Papaya 95,27,212,115,62
Fassade A1,3D Papaya 10,18,126,105,94
Fassade A1,3D Papaya 20,36,169,150,142
Fassade A1,3D Papaya 30,63,222,205,199
Fassade A1,3D Papaya 40,22,161,115,92
Fassade A1,3D Papaya 50,40,191,157,140
Fassade A1,3D Papaya 60,67,231,209,198
Fassade A1,3D Papaya 65,21,177,104,61
Fassade A1,3D Papaya 75,36,204,147,115
Fassade A1,3D Papaya 85,57,226,187,168
Fassade A1,3D Papaya 100,34,223,136,86
Fassade A1,3D Papaya 105,42,229,153,110
Fassade A1,3D Papaya 110,51,234,172,137
Fassade A1,3D Ceramic 10,28,165,136,117
Fassade A1,3D Ceramic 20,42,187,165,152
Fassade A1,3D Ceramic 30,57,215,197,189
Fassade A1,3D Ceramic 35,41,198,161,139
Fassade A1,3D Ceramic 40,48,211,176,157
Fassade A1,3D Ceramic 55,59,224,196,179
Fassade A1,3D Ceramic 65,36,197,149,117
Fassade A1,3D Ceramic 70,48,224,172,139
Fassade A1,3D Ceramic 75,65,245,204,176
Fassade A1,3D Amber 20,35,170,151,140
Fassade A1,3D Amber 25,48,191,177,167
Fassade A1,3D Amber 30,62,222,207,200
Fassade A1,3D Amber 40,23,159,119,88
Fassade A1,3D Amber 50,41,193,159,137
